page_title	selected	notes
Manfred_von_Richthofen_(sports_official)	Das_Grab_Manfred_von_Richthofens.jpg	image was found in the Commons category linked in the Wikidata item
Janale	2013_02_13_AMISOM_Advance_Day2_D_(8543822105).jpg	image was found in the Commons category linked in the Wikidata item
Nieuwendammerdijk_en_Buiksloterdijk	Amsterdam_-_Buiksloot.JPG	image was found in the same article for the following wikis: itwiki,sqwiki
Radio_Kolor	Radio_Kolor.png	image was found in the same article for the following wikis: plwiki
Sardinella_jussieu	Sardinella jussieu.jpg	image was in the Wikidata item
HD_240210_b	Planet_HD_240210_b.png	image was found in the same article for the following wikis: thwiki,cawiki
Servei_Andorrà_d'Atenció_Sanitària	SAAS_Andorra_logo.png	image was found in the same article for the following wikis: cawiki,eswiki
Scolomys	Picto_infobox_reptile.png	image was found in the same article for the following wikis: kowiki
Leon_Barszczewski	Leon Barszczewski, Samarkand.jpg	image was in the Wikidata item
Bernard_Price	Bernard Price Institute for Palaeontological Research (2007).jpg	image was in the Wikidata item
Thomas_B._Fitzpatrick	Influence_of_pigmentation_on_skin_cancer_risk.png	image was found in the same article for the following wikis: jawiki
Gliese_Catalogue_of_Nearby_Stars	PIA17461_Heading_toward_Gliese_445_(annotated).jpg	image was found in the Commons category linked in the Wikidata item
Yukinaga_Maeda	Giants_yukinaga-maeda_29.jpg	image was found in the same article for the following wikis: jawiki
Yi_Suhyeong	강원도_영월_삼공제명암.jpg	image was found in the same article for the following wikis: ganwiki,kowiki,zhwiki
George_Sinclair_(horticulturist)	Sinclair_-_Hortus_Graminaeus_Woburnensis.jpg	image was found in the same article for the following wikis: dewiki
Whodini_discography	Whodini_at_Freshfest_2009.jpg	image was found in the same article for the following wikis: ptwiki
Congius	Claudius_MAN_Napoli_Inv6060.jpg	image was found in the same article for the following wikis: ptwiki
Dusky_starfrontlet	Coeligena_orina_map.svg	image was found in the Commons category linked in the Wikidata item
Diviš_Bořek_of_Miletínek	Diviš-Bořek-z-Miletínka.jpg	image was in the Wikidata item
Mattis_Hætta	Eurovision Song Contest 1980 postcards - Sverre Kjelsberg & Mattis Hætta 04.png	image was in the Wikidata item
Battle_of_Kisaki	World_War_I_in_East_Africa.jpg	image was found in the same article for the following wikis: elwiki
International_Festival_of_the_Sahara	Dancing_with_Jars_on_Drums'_Sounds_2.jpg	image was found in the Commons category linked in the Wikidata item
Pierre_du_Ryer	Consolatio-Seneq-1650-001.jpg	image was found in the same article for the following wikis: frwiki
Symphony_No._76_(Haydn)	Potraithaydn2.jpg	image was found in the same article for the following wikis: nlwiki
Marlos_Nobre	Marlos Nobre Mérito Cultural 2013 cropped.jpg	image was in the Wikidata item
Leptoperla_cacuminis	Nemoura cinerea nymph.jpg	image was in the Wikidata item
List_of_airports_in_East_Timor	Dili_Helipad_Feb._2000.jpg	image was found in the Commons category linked in the Wikidata item
Lennart	Lennart_Torstenson,_1603-51_-_Nationalmuseum_-_40308.tif	image was found in the same article for the following wikis: svwiki,nowiki
Lędziechowo	Lędziechowo_-_Palace_04.jpg	image was found in the same article for the following wikis: plwiki
The_Hessian_Courier	Landbote.jpg	image was in the Wikidata item
Nemagerd	Փէրիոյ_հայոց_հիւանդանոցի_շէնքը_հարաւային_կողմից.jpg	image was found in the same article for the following wikis: fawiki
United_Nations_Security_Council_Resolution_1749	Un-rwanda.png	image was found in the same article for the following wikis: cawiki
510s	SE_England_Aelle.gif	image was found in the Commons category linked in the Wikidata item
Jorge_Lankenau	21LANKENAUU.webp	image was found in the same article for the following wikis: eswiki
Hagen_Mountains_(New_Guinea)	Hagengeb_Enzianbrennhütte_2012.jpg	image was found in the Commons category linked in the Wikidata item
2013–14_Coupe_de_France	Coupe_de_France_à_Quimper.jpeg	image was found in the Commons category linked in the Wikidata item
Zündorf_Synagogue	Synagoge Zündorf, Westansicht, 1960.jpg	image was in the Wikidata item
Giuseppe_Guzzardi	Giuseppe Guzzardi.jpg	image was in the Wikidata item
Francisco_Beiró	Francisco Beiró.jpg	image was in the Wikidata item
Syrine_Ebondo	SyrineBaltiRioAout2016.jpg	image was in the Wikidata item
Bhogavo_River	Bhogavo_River_-_Near_Shani_Mandir,_GIDC_-_panoramio.jpg	image was found in the same article for the following wikis: guwiki
Geneina_Airport	El Geneina Airport MTI-1.jpg	image was in the Wikidata item
Sighere_of_Essex	Eastseaxna.jpg	image was found in the same article for the following wikis: dewiki
5th_Indonesian_Choice_Awards	ICA_2018.jpg	image was found in the same article for the following wikis: idwiki
Hajji_Hasan,_Maku	ڕۆژھەڵاتی_کوردستان2.jpg	image was found in the same article for the following wikis: ckbwiki
CNN_Business	Cnnmoney_logo.gif	image was found in the Commons category linked in the Wikidata item
Tillandsia_'Cotton_Candy'	Tillandsia_Cotton_Candy.jpg	image was found in the same article for the following wikis: bnwiki
Russian_submarine_Pskov_(K-336)	Sierra class SSN.jpg	image was in the Wikidata item
Phelsuma_parkeri	Picto_infobox_reptile.png	image was found in the same article for the following wikis: kowiki
Neacomys_minutus	Picto_infobox_reptile.png	image was found in the same article for the following wikis: kowiki
Kaarlo_Blomstedt	Valtionarkisto 1974. Kaarlo Blomstedt, valtionarkistonhoitaja. Kansallisarkisto.jpg	image was in the Wikidata item
Roosmalen's_dwarf_porcupine	Picto_infobox_reptile.png	image was found in the same article for the following wikis: kowiki
Tillabéri	Une_classe_numérique_au_Niger_(école_Bilingue_de_Tillabéry).jpg	image was found in the Commons category linked in the Wikidata item
Christopher_Drake	Christopher Drake.jpg	image was in the Wikidata item
Furkan_Andıç	Furkandic8_58667651_458985854870180_8567842148758162105_n.jpg	image was found in the same article for the following wikis: fawiki
Vřesovice_(Prostějov_District)	Vřesovice, fara.jpg	image was in the Wikidata item
German_submarine_U-477	SRH009-p58.jpg	image was found in the same article for the following wikis: ptwiki
Barsebäck_Golf_&_Country_Club	Barsebäcks_golfklubb.jpg	image was found in the same article for the following wikis: svwiki
Sophie_Paris_Vietnam	Sophie_Logo_2018.png	image was found in the same article for the following wikis: idwiki
Paul_Chabanaud	Paul Chabanaud.jpg	image was in the Wikidata item
List_of_parks_in_Montreal	Parc_Lafontaine_avec_étang,_Montréal_2005-08-29.jpg	image was found in the same article for the following wikis: frwiki
Kaiserstuhl	Kaiserstuhl_Totenkopf.JPG	image was found in the same article for the following wikis: idwiki
1792_in_literature	Czapek60.jpg	image was found in the same article for the following wikis: svwiki
Violin_Concerto_No._2_(Mozart)	Martini_bologna_mozart_1777.jpg	image was found in the same article for the following wikis: frwiki
Panteón_Francés	Capilla del Panteón Francés de la Piedad.JPG	image was in the Wikidata item
Nordic_combined_at_the_1984_Winter_Olympics	Stamps_of_Germany_(DDR)_1983,_MiNr_2840.jpg	image was found in the Commons category linked in the Wikidata item
Maxial_e_Monte_Redondo	Casa da Quinta das Lapas - Lapas Grandes - Portugal (28818811427).jpg	image was in the Wikidata item
Eridantes	Missing_Arachnida.png	image was found in the same article for the following wikis: itwiki
Saint-Just-sur-Viaur	FranceOccitanieSaintJustSurViaurEglise.jpg	image was in the Wikidata item
Jan_van_Essen	Jan_van_essen,_veduta_del_porto_di_napoli_02.JPG	image was found in the Commons category linked in the Wikidata item
Alfred_Latham	Alfred_Latham.jpg	image was found in the same article for the following wikis: frwiki
2014_Porsche_Supercup	Porsche_Supercup_Hockenheim_2014.JPG	image was found in the same article for the following wikis: dewiki
Gymnasium_Carolinum_(Ansbach)	Ansbach, Reuterstraße 9-006.jpg	image was in the Wikidata item
Salvatore_Viganò	Schadow - Der Tänzer Vigano.jpg	image was in the Wikidata item
Körpüsındıran	Azerbaijan,_administrative_divisions.png	image was found in the same article for the following wikis: kawiki,azwiki
Tres_cosas	ShadowJM.jpg	image was found in the same article for the following wikis: eswiki
Buštranje,_Vranje	Reliefkarte_Serbien.png	image was found in the same article for the following wikis: bgwiki
Appelbach	Pfaelzerwaldkarte_Flussgebiete_Appelbach-Wiesbach.png	image was found in the same article for the following wikis: dewiki,eowiki,frwiki
Amphoecini	Amphoecus metallicus.JPG	image was in the Wikidata item
Chontal_Maya	Tabasco._Altar_chontal.JPG	image was found in the same article for the following wikis: euwiki,cawiki
Nedakonice	Nedakonice, husitský sloup.jpg	image was in the Wikidata item
Saligny-le-Vif	Façade de l'église Saint-Pierre de Saligny-le-Vif.jpg	image was in the Wikidata item
Das_Schloß_Dürande_(opera)	Fotothek_df_pk_0000016_b_055_Porträt.jpg	image was found in the same article for the following wikis: cawiki
Mons_Massicus	Sessa Aurunca sud-est.jpg	image was in the Wikidata item
Piano_Sonata_No._1_(Scriabin)	Leonid_Pasternak_-_Alexander_Scriabin.jpg	image was found in the same article for the following wikis: eswiki
Ibity_ground_gecko	Paroedura_ibityensis_distribution.png	image was found in the Commons category linked in the Wikidata item
Vocation	The_Calling_of_Saint_Matthew_by_Carvaggio.jpg	image was found in the same article for the following wikis: itwikiquote
List_of_SilkAir_destinations	SilkAir_A319-132_(9V-SBC)_and_Singapore_Airlines_B777-212ER_(9V-SQL)_parked_at_Singapore_Changi_Airport.jpg	image was found in the same article for the following wikis: zhwiki
Prommanusorn_Phetchaburi_School	Prommanusorn.png	image was found in the same article for the following wikis: thwiki
Cantons_of_the_Aube_department	10-Cantons-2019.png	image was found in the same article for the following wikis: frwiki
Imperfect	De_importuno_sollicitatore.jpg	image was found in the same article for the following wikis: lawiki
Marthe_Flandrin	Père-Lachaise_-_Division_57_-_Flandrin_2_01.jpg	image was found in the same article for the following wikis: frwiki
Jean-Luc_Bitton	Jean-Luc Bitton en 2019.jpg	image was in the Wikidata item
Trmka	Reliefkarte_Serbien.png	image was found in the same article for the following wikis: bgwiki
Heshbon	Tell Hesban (Column).jpg	image was in the Wikidata item
List_of_glaciers_in_Turkey	KackarDagi_fromNorth_hory.jpg	image was found in the same article for the following wikis: trwiki
KAIST_Satellite_Technology_Research_Center	KAIST_Satellite_Technology_Research_Center_13.jpg	image was found in the Commons category linked in the Wikidata item
List_of_amendments_to_the_United_States_Constitution	Corwin_Amendment_ratified_by_Rhode_Island.png	image was found in the Commons category linked in the Wikidata item
Duchy_League	Pelynt_FC_(14084805892).jpg	image was found in the same article for the following wikis: svwiki
Horst_von_Pflugk-Harttung	Horst von Pflugk-Harttung 1919.jpg	image was in the Wikidata item
1991–92_DFB-Pokal	DFB_Pokal.jpg	image was found in the same article for the following wikis: ukwiki
Small_Luzon_forest_mouse	Picto_infobox_reptile.png	image was found in the same article for the following wikis: kowiki
Hormotilaceae	Palmodactylon_varium,_Palmodactylon_simplex.jpg	image was found in the same article for the following wikis: kowiki
3rd_Vietnamese_Parachute_Battalion	3°_BPVN.jpg	image was found in the same article for the following wikis: frwiki
Henri_Cournollet	Rencontre de curling Suède-France (JO de Chamonix 1924, 18-10 le 28 janvier).jpg	image was in the Wikidata item
Brunello,_Lombardy	Map_of_comune_of_Brunello_(province_of_Varese,_region_Lombardy,_Italy).svg	image was found in the Commons category linked in the Wikidata item
Režanci	Kazun3.jpg	image was found in the same article for the following wikis: shwiki
Yukarıgöynük,_Çaycuma	Zonguldak_location_Çaycuma.PNG	image was found in the same article for the following wikis: diqwiki
Lacapelle-del-Fraisse	Population_-_Municipality_code_15087.svg	image was found in the Commons category linked in the Wikidata item
Nagri_Bala_Union_Council	Abbottabad_Thumb.png	image was found in the same article for the following wikis: urwiki,simplewiki
Northwest_Youth_League	19480531서북청년단원.jpg	image was in the Wikidata item
Sočica	Serbia_Vršac.png	image was found in the same article for the following wikis: eowiki
Castrotierra_de_Valmadrigal	Iglesia de San Pedro Apóstol, Castrotierra de Valmadrigal 01.jpg	image was in the Wikidata item
Naxos_Island_National_Airport	Flughafen Naxos.jpg	image was in the Wikidata item
Hamang_Tunnel	Hamangtunnelen.jpg	image was in the Wikidata item
Bombardier_Challenger	Bombardier_Challenger_605.JPG	image was found in the same article for the following wikis: itwiki,nlwiki
Drepanopeziza	Drepanopeziza_a1_(2).jpg	image was found in the Commons category linked in the Wikidata item
Mödrath	Stadtarchiv Kerpen, BA 02199, Luftbildaufnahme (Mödrath), 1958.tif	image was in the Wikidata item
Hours_of_Angers	Livre d'heures à l'usage d'Angers - BNF NAL3211 p27 (Sainte Anne et les trois Marie).jpg	image was in the Wikidata item
Ludwig_Dringenberg	Inside_the_Humanist_Library_of_Sélestat.jpg	image was found in the same article for the following wikis: eowiki
22nd_Army_(Soviet_Union)	Lodz_liberation2.jpg	image was found in the same article for the following wikis: frwiki
Étivey	Population_-_Municipality_code_89161.svg	image was found in the Commons category linked in the Wikidata item
List_of_Billboard_200_number-one_albums_of_2005	Mariah_Carey_@_2010_Academy_Awards.jpg	image was found in the same article for the following wikis: nowiki
Újpetre	Újpetre, Kossuth utca.jpg	image was in the Wikidata item
Giuseppe_Milano	Giuseppe Milano.jpg	image was in the Wikidata item
Ardisana	Ardisana (Llanes, Asturias).jpg	image was in the Wikidata item
Striatoguraleus	Nosnail.png	image was found in the same article for the following wikis: kawiki
Los_Alejos	Panoramica los alejos.JPG	image was in the Wikidata item
Neuvy-en-Mauges	Le Lavouër.JPeG	image was in the Wikidata item
